,uncertainty,access,observation,condition,generated_answer,generated_answer_logprob
79,low,10,0,0,others,-0.522137165
80,low,10,0,0,others,-0.522137165
81,low,10,0,0,others,-0.522137165
82,low,10,0,0,others,-3.209637165
83,low,10,0,0,others,-0.522137165
84,low,10,0,0,others,-1.194012165
85,low,10,0,0,others,-0.522137165
86,low,10,0,0,others,-0.522137165
87,low,10,0,0,others,-0.522137165
88,low,10,0,0,others,-3.584637165
89,low,10,0,0,others,-1.194012165
90,low,10,0,0,others,-0.522137165
91,low,10,0,0,others,-0.522137165
92,low,10,0,0,others,-0.522137165
93,low,10,0,0,others,-0.522137165
94,low,10,0,0,others,-0.522137165
95,low,10,0,0,others,-0.522137165
96,low,10,0,0,others,-0.522137165
97,low,10,0,0,others,-0.522137165
98,low,10,0,0,others,-3.209637165
99,low,10,0,0,others,-0.522137165
100,low,8,2,0.25,others,-1.556249857
101,low,8,2,0.25,others,-1.556249857
102,low,8,2,0.25,others,-1.556249857
103,low,8,2,0.25,others,-0.321874857
104,low,8,2,0.25,others,-0.321874857
105,low,8,2,0.25,others,-0.321874857
106,low,8,2,0.25,others,-0.321874857
107,low,8,2,0.25,others,-1.556249857
108,low,8,2,0.25,others,-0.321874857
109,low,8,2,0.25,others,-0.321874857
110,low,8,2,0.25,others,-0.321874857
111,low,8,2,0.25,others,-1.556249857
112,low,8,2,0.25,others,-0.321874857
113,low,8,2,0.25,others,-0.321874857
114,low,8,2,0.25,others,-0.321874857
115,low,8,2,0.25,others,-0.321874857
116,low,8,2,0.25,others,-1.556249857
117,low,8,2,0.25,others,-3.384374857
118,low,8,2,0.25,others,-0.321874857
119,low,8,2,0.25,others,-0.321874857
120,low,8,2,0.25,others,-0.321874857
121,low,8,2,0.25,others,-1.556249857
122,low,8,2,0.25,others,-3.493749857
123,low,8,2,0.25,others,-0.321874857
124,low,8,2,0.25,others,-0.321874857
125,low,8,2,0.25,others,-0.321874857
126,low,8,2,0.25,others,-1.556249857
127,low,8,2,0.25,others,-1.556249857
128,low,8,2,0.25,others,-0.321874857
129,low,8,2,0.25,others,-1.556249857
130,low,8,2,0.25,others,-0.321874857
131,low,8,2,0.25,others,-0.321874857
132,low,8,2,0.25,others,-0.321874857
133,low,8,2,0.25,others,-0.321874857
134,low,8,2,0.25,others,-1.556249857
135,low,8,2,0.25,others,-0.321874857
136,low,8,2,0.25,others,-0.321874857
137,low,8,2,0.25,others,-0.321874857
138,low,8,2,0.25,others,-0.321874857
139,low,8,2,0.25,others,-0.321874857
140,low,8,2,0.25,others,-0.321874857
141,low,8,2,0.25,others,-1.556249857
142,low,8,2,0.25,others,-3.384374857
143,low,8,2,0.25,others,-0.321874857
144,low,8,2,0.25,others,-3.493749857
145,low,8,2,0.25,others,-0.321874857
146,low,8,2,0.25,others,-0.321874857
147,low,8,2,0.25,others,-0.321874857
148,low,8,2,0.25,others,-0.321874857
149,low,8,2,0.25,others,-1.556249857
150,low,8,2,0.25,others,-0.321874857
151,low,8,2,0.25,others,-1.556249857
152,low,8,2,0.25,others,-0.321874857
153,low,8,2,0.25,others,-1.556249857
154,low,8,2,0.25,others,-1.556249857
155,low,8,2,0.25,others,-0.321874857
156,low,8,2,0.25,others,-0.321874857
157,low,8,2,0.25,others,-1.556249857
158,low,8,2,0.25,others,-1.556249857
159,low,8,2,0.25,others,-0.321874857
160,low,8,2,0.25,others,-1.556249857
161,low,8,2,0.25,others,-0.321874857
162,low,8,2,0.25,others,-1.556249857
163,low,8,2,0.25,others,-0.321874857
164,low,8,2,0.25,others,-3.384374857
165,low,8,2,0.25,others,-1.556249857
166,low,8,2,0.25,others,-1.556249857
167,low,8,2,0.25,others,-0.321874857
168,low,8,2,0.25,others,-1.556249857
169,low,8,2,0.25,others,-0.321874857
170,low,8,2,0.25,others,-0.321874857
171,low,8,2,0.25,others,-0.321874857
172,low,8,2,0.25,others,-0.321874857
173,low,8,2,0.25,others,-0.321874857
174,low,8,2,0.25,others,-0.321874857
175,low,8,2,0.25,others,-0.321874857
176,low,8,2,0.25,others,-0.321874857
177,low,8,2,0.25,others,-0.321874857
178,low,8,2,0.25,others,-0.321874857
179,low,8,2,0.25,others,-3.384374857
180,low,8,2,0.25,others,-0.321874857
181,low,8,2,0.25,others,-0.321874857
182,low,8,2,0.25,others,-0.321874857
183,low,8,2,0.25,others,-1.556249857
184,low,8,2,0.25,others,-0.321874857
185,low,8,2,0.25,others,-0.321874857
186,low,8,2,0.25,others,-1.556249857
187,low,8,2,0.25,others,-0.321874857
188,low,8,2,0.25,others,-0.321874857
189,low,8,2,0.25,others,-0.321874857
190,low,8,2,0.25,others,-0.321874857
191,low,8,2,0.25,others,-1.556249857
192,low,8,2,0.25,others,-0.321874857
193,low,8,2,0.25,others,-0.321874857
194,low,8,2,0.25,others,-3.493749857
195,low,8,2,0.25,others,-0.321874857
196,low,8,2,0.25,others,-3.384374857
197,low,8,2,0.25,others,-1.556249857
198,low,8,2,0.25,others,-0.321874857
199,low,8,2,0.25,others,-0.321874857
200,low,9,3,0.33,others,-0.424289405
201,low,9,3,0.33,others,-1.377414465
202,low,9,3,0.33,others,-1.377414465
203,low,9,3,0.33,others,-1.377414465
204,low,9,3,0.33,others,-0.424289405
205,low,9,3,0.33,others,-0.424289405
206,low,9,3,0.33,others,-3.346164465
207,low,9,3,0.33,others,-0.424289405
208,low,9,3,0.33,others,-0.424289405
209,low,9,3,0.33,others,-0.424289405
210,low,9,3,0.33,others,-0.424289405
211,low,9,3,0.33,others,-0.424289405
212,low,9,3,0.33,others,-0.424289405
213,low,9,3,0.33,others,-1.377414465
214,low,9,3,0.33,others,-0.424289405
215,low,9,3,0.33,others,-0.424289405
216,low,9,3,0.33,others,-1.377414465
217,low,9,3,0.33,others,-1.377414465
218,low,9,3,0.33,others,-0.424289405
219,low,9,3,0.33,others,-1.377414465
220,low,9,3,0.33,others,-3.768039465
221,low,9,3,0.33,others,-0.424289405
222,low,9,3,0.33,others,-0.424289405
223,low,9,3,0.33,others,-3.346164465
224,low,9,3,0.33,others,-0.424289405
225,low,9,3,0.33,others,-0.424289405
226,low,9,3,0.33,others,-0.424289405
227,low,9,3,0.33,others,-3.768039465
228,low,9,3,0.33,others,-0.424289405
229,low,9,3,0.33,others,-0.424289405
230,low,9,3,0.33,others,-1.377414465
231,low,9,3,0.33,others,-0.424289405
232,low,9,3,0.33,others,-3.768039465
233,low,9,3,0.33,others,-0.424289405
234,low,9,3,0.33,others,-0.424289405
235,low,9,3,0.33,others,-0.424289405
236,low,9,3,0.33,others,-1.377414465
237,low,9,3,0.33,others,-1.377414465
238,low,9,3,0.33,others,-0.424289405
239,low,9,3,0.33,others,-0.424289405
240,low,9,3,0.33,others,-0.424289405
241,low,9,3,0.33,others,-0.424289405
242,low,9,3,0.33,others,-1.377414465
243,low,9,3,0.33,others,-0.424289405
244,low,9,3,0.33,others,-0.424289405
245,low,9,3,0.33,others,-1.377414465
246,low,9,3,0.33,others,-1.377414465
247,low,9,3,0.33,others,-1.377414465
248,low,9,3,0.33,others,-0.424289405
249,low,9,3,0.33,others,-0.424289405
250,low,9,3,0.33,others,-0.424289405
251,low,9,3,0.33,others,-0.424289405
252,low,9,3,0.33,others,-3.346164465
253,low,9,3,0.33,others,-3.346164465
254,low,9,3,0.33,others,-0.424289405
255,low,9,3,0.33,others,-0.424289405
256,low,9,3,0.33,others,-0.424289405
257,low,9,3,0.33,others,-0.424289405
258,low,9,3,0.33,others,-0.424289405
259,low,9,3,0.33,others,-1.377414465
260,low,9,3,0.33,others,-0.424289405
261,low,9,3,0.33,others,-1.377414465
262,low,9,3,0.33,others,-0.424289405
263,low,9,3,0.33,others,-0.424289405
264,low,9,3,0.33,others,-0.424289405
265,low,9,3,0.33,others,-1.377414465
266,low,9,3,0.33,others,-0.424289405
267,low,9,3,0.33,others,-0.424289405
268,low,9,3,0.33,others,-0.424289405
269,low,9,3,0.33,others,-0.424289405
270,low,9,3,0.33,others,-0.424289405
271,low,9,3,0.33,others,-0.424289405
272,low,9,3,0.33,others,-1.377414465
273,low,9,3,0.33,others,-0.424289405
274,low,9,3,0.33,others,-0.424289405
275,low,9,3,0.33,others,-0.424289405
276,low,9,3,0.33,others,-0.424289405
277,low,9,3,0.33,others,-1.377414465
278,low,9,3,0.33,others,-1.377414465
279,low,9,3,0.33,others,-0.424289405
280,low,9,3,0.33,others,-3.346164465
281,low,9,3,0.33,others,-0.424289405
282,low,9,3,0.33,others,-3.346164465
283,low,9,3,0.33,others,-0.424289405
284,low,9,3,0.33,others,-0.424289405
285,low,9,3,0.33,others,-0.424289405
286,low,9,3,0.33,others,-0.424289405
287,low,9,3,0.33,others,-0.424289405
288,low,9,3,0.33,others,-0.424289405
289,low,9,3,0.33,others,-0.424289405
290,low,9,3,0.33,others,-0.424289405
291,low,9,3,0.33,others,-1.377414465
292,low,9,3,0.33,others,-0.424289405
293,low,9,3,0.33,others,-0.424289405
294,low,9,3,0.33,others,-1.377414465
295,low,9,3,0.33,others,-0.424289405
296,low,9,3,0.33,others,-1.377414465
297,low,9,3,0.33,others,-0.424289405
298,low,9,3,0.33,others,-0.424289405
299,low,9,3,0.33,others,-1.377414465
300,low,8,4,0.5,others,-0.472861826
301,low,8,4,0.5,others,-0.472861826
302,low,8,4,0.5,others,-0.472861826
303,low,8,4,0.5,others,-0.472861826
304,low,8,4,0.5,others,-0.472861826
305,low,8,4,0.5,others,-0.472861826
306,low,8,4,0.5,others,-0.472861826
307,low,8,4,0.5,others,-0.472861826
308,low,8,4,0.5,others,-0.472861826
309,low,8,4,0.5,others,-0.472861826
310,low,8,4,0.5,others,-3.300986767
311,low,8,4,0.5,others,-0.472861826
312,low,8,4,0.5,others,-3.300986767
313,low,8,4,0.5,others,-0.472861826
314,low,8,4,0.5,others,-1.285361767
315,low,8,4,0.5,others,-0.472861826
316,low,8,4,0.5,others,-0.472861826
317,low,8,4,0.5,others,-0.472861826
318,low,8,4,0.5,others,-0.472861826
319,low,8,4,0.5,others,-1.285361767
320,low,8,4,0.5,others,-1.285361767
321,low,8,4,0.5,others,-0.472861826
322,low,8,4,0.5,others,-0.472861826
323,low,8,4,0.5,others,-0.472861826
324,low,8,4,0.5,others,-1.285361767
325,low,8,4,0.5,others,-0.472861826
326,low,8,4,0.5,others,-1.285361767
327,low,8,4,0.5,others,-1.285361767
328,low,8,4,0.5,others,-0.472861826
329,low,8,4,0.5,others,-0.472861826
330,low,8,4,0.5,others,-0.472861826
331,low,8,4,0.5,others,-0.472861826
332,low,8,4,0.5,others,-3.300986767
333,low,8,4,0.5,others,-1.285361767
334,low,8,4,0.5,others,-0.472861826
335,low,8,4,0.5,others,-0.472861826
336,low,8,4,0.5,others,-0.472861826
337,low,8,4,0.5,others,-0.472861826
338,low,8,4,0.5,others,-1.285361767
339,low,8,4,0.5,others,-1.285361767
340,low,8,4,0.5,others,-1.285361767
341,low,8,4,0.5,others,-1.285361767
342,low,8,4,0.5,others,-0.472861826
343,low,8,4,0.5,others,-1.285361767
344,low,8,4,0.5,others,-0.472861826
345,low,8,4,0.5,others,-0.472861826
346,low,8,4,0.5,others,-0.472861826
347,low,8,4,0.5,others,-1.285361767
348,low,8,4,0.5,others,-0.472861826
349,low,8,4,0.5,others,-0.472861826
350,low,8,4,0.5,others,-1.285361767
351,low,8,4,0.5,others,-1.285361767
352,low,8,4,0.5,others,-0.472861826
353,low,8,4,0.5,others,-0.472861826
354,low,8,4,0.5,others,-0.472861826
355,low,8,4,0.5,others,-1.285361767
356,low,8,4,0.5,others,-0.472861826
357,low,8,4,0.5,others,-0.472861826
358,low,8,4,0.5,others,-1.285361767
359,low,8,4,0.5,others,-1.285361767
360,low,8,4,0.5,others,-0.472861826
361,low,8,4,0.5,others,-0.472861826
362,low,8,4,0.5,others,-0.472861826
363,low,8,4,0.5,others,-0.472861826
364,low,8,4,0.5,others,-0.472861826
365,low,8,4,0.5,others,-0.472861826
366,low,8,4,0.5,others,-3.300986767
367,low,8,4,0.5,others,-3.300986767
368,low,8,4,0.5,others,-0.472861826
369,low,8,4,0.5,others,-0.472861826
370,low,8,4,0.5,others,-1.285361767
371,low,8,4,0.5,others,-1.285361767
372,low,8,4,0.5,others,-0.472861826
373,low,8,4,0.5,others,-0.472861826
374,low,8,4,0.5,others,-0.472861826
375,low,8,4,0.5,others,-1.285361767
376,low,8,4,0.5,others,-0.472861826
377,low,8,4,0.5,others,-0.472861826
378,low,8,4,0.5,others,-1.285361767
379,low,8,4,0.5,others,-0.472861826
380,low,8,4,0.5,others,-3.300986767
381,low,8,4,0.5,others,-0.472861826
382,low,8,4,0.5,others,-1.285361767
383,low,8,4,0.5,others,-1.285361767
384,low,8,4,0.5,others,-0.472861826
385,low,8,4,0.5,others,-0.472861826
386,low,8,4,0.5,others,-0.472861826
387,low,8,4,0.5,others,-0.472861826
388,low,8,4,0.5,others,-1.285361767
389,low,8,4,0.5,others,-1.285361767
390,low,8,4,0.5,others,-0.472861826
391,low,8,4,0.5,others,-0.472861826
392,low,8,4,0.5,others,-1.285361767
393,low,8,4,0.5,others,-1.285361767
394,low,8,4,0.5,others,-0.472861826
395,low,8,4,0.5,others,-0.472861826
396,low,8,4,0.5,others,-0.472861826
397,low,8,4,0.5,others,-0.472861826
398,low,8,4,0.5,others,-0.472861826
399,low,8,4,0.5,others,-0.472861826
400,low,9,6,0.67,others,-0.413798779
401,low,9,6,0.67,others,-1.460673809
402,low,9,6,0.67,others,-0.413798779
403,low,9,6,0.67,others,-0.413798779
404,low,9,6,0.67,others,-0.413798779
405,low,9,6,0.67,others,-1.460673809
406,low,9,6,0.67,others,-0.413798779
407,low,9,6,0.67,others,-0.413798779
408,low,9,6,0.67,others,-0.413798779
409,low,9,6,0.67,others,-0.413798779
410,low,9,6,0.67,others,-1.460673809
411,low,9,6,0.67,others,-0.413798779
412,low,9,6,0.67,others,-0.413798779
413,low,9,6,0.67,others,-0.413798779
414,low,9,6,0.67,others,-0.413798779
415,low,9,6,0.67,others,-0.413798779
416,low,9,6,0.67,others,-0.413798779
417,low,9,6,0.67,others,-0.413798779
418,low,9,6,0.67,others,-0.413798779
419,low,9,6,0.67,others,-0.413798779
420,low,9,6,0.67,others,-0.413798779
421,low,9,6,0.67,others,-0.413798779
422,low,9,6,0.67,others,-0.413798779
423,low,9,6,0.67,others,-0.413798779
424,low,9,6,0.67,others,-0.413798779
425,low,9,6,0.67,others,-3.257548809
426,low,9,6,0.67,others,-0.413798779
427,low,9,6,0.67,others,-0.413798779
428,low,9,6,0.67,others,-3.163798809
429,low,9,6,0.67,others,-0.413798779
430,low,9,6,0.67,others,-1.460673809
431,low,9,6,0.67,others,-1.460673809
432,low,9,6,0.67,others,-0.413798779
433,low,9,6,0.67,others,-0.413798779
434,low,9,6,0.67,others,-0.413798779
435,low,9,6,0.67,others,-0.413798779
436,low,9,6,0.67,others,-0.413798779
437,low,9,6,0.67,others,-0.413798779
438,low,9,6,0.67,others,-0.413798779
439,low,9,6,0.67,others,-0.413798779
440,low,9,6,0.67,others,-0.413798779
441,low,9,6,0.67,others,-1.460673809
442,low,9,6,0.67,others,-1.460673809
443,low,9,6,0.67,others,-0.413798779
444,low,9,6,0.67,others,-0.413798779
445,low,9,6,0.67,others,-1.460673809
446,low,9,6,0.67,others,-0.413798779
447,low,9,6,0.67,others,-0.413798779
448,low,9,6,0.67,others,-3.257548809
449,low,9,6,0.67,others,-0.413798779
450,low,9,6,0.67,others,-1.460673809
451,low,9,6,0.67,others,-3.257548809
452,low,9,6,0.67,others,-1.460673809
453,low,9,6,0.67,others,-3.648173809
454,low,9,6,0.67,others,-0.413798779
455,low,9,6,0.67,others,-0.413798779
456,low,9,6,0.67,others,-1.460673809
457,low,9,6,0.67,others,-0.413798779
458,low,9,6,0.67,others,-0.413798779
459,low,9,6,0.67,others,-0.413798779
460,low,9,6,0.67,others,-0.413798779
461,low,9,6,0.67,others,-0.413798779
462,low,9,6,0.67,others,-0.413798779
463,low,9,6,0.67,others,-0.413798779
464,low,9,6,0.67,others,-0.413798779
465,low,9,6,0.67,others,-1.460673809
466,low,9,6,0.67,others,-0.413798779
467,low,9,6,0.67,others,-0.413798779
468,low,9,6,0.67,others,-1.460673809
469,low,9,6,0.67,others,-0.413798779
470,low,9,6,0.67,others,-0.413798779
471,low,9,6,0.67,others,-0.413798779
472,low,9,6,0.67,others,-0.413798779
473,low,9,6,0.67,others,-0.413798779
474,low,9,6,0.67,others,-1.460673809
475,low,9,6,0.67,others,-0.413798779
476,low,9,6,0.67,others,-0.413798779
477,low,9,6,0.67,others,-0.413798779
478,low,9,6,0.67,others,-0.413798779
479,low,9,6,0.67,others,-0.413798779
480,low,9,6,0.67,others,-0.413798779
481,low,9,6,0.67,others,-3.163798809
482,low,9,6,0.67,others,-3.163798809
483,low,9,6,0.67,others,-0.413798779
484,low,9,6,0.67,others,-0.413798779
485,low,9,6,0.67,others,-1.460673809
486,low,9,6,0.67,others,-1.460673809
487,low,9,6,0.67,others,-0.413798779
488,low,9,6,0.67,others,-0.413798779
489,low,9,6,0.67,others,-0.413798779
490,low,9,6,0.67,others,-0.413798779
491,low,9,6,0.67,others,-1.460673809
492,low,9,6,0.67,others,-0.413798779
493,low,9,6,0.67,others,-0.413798779
494,low,9,6,0.67,others,-0.413798779
495,low,9,6,0.67,others,-3.648173809
496,low,9,6,0.67,others,-1.460673809
497,low,9,6,0.67,others,-0.413798779
498,low,9,6,0.67,others,-0.413798779
499,low,9,6,0.67,others,-0.413798779
500,low,8,6,0.75,others,-0.433006257
501,low,8,6,0.75,others,-1.386131287
502,low,8,6,0.75,others,-0.433006257
503,low,8,6,0.75,others,-1.386131287
504,low,8,6,0.75,others,-3.198631287
505,low,8,6,0.75,others,-0.433006257
506,low,8,6,0.75,others,-1.386131287
507,low,8,6,0.75,others,-0.433006257
508,low,8,6,0.75,others,-0.433006257
509,low,8,6,0.75,others,-0.433006257
510,low,8,6,0.75,others,-0.433006257
511,low,8,6,0.75,others,-0.433006257
512,low,8,6,0.75,others,-0.433006257
513,low,8,6,0.75,others,-0.433006257
514,low,8,6,0.75,others,-0.433006257
515,low,8,6,0.75,others,-0.433006257
516,low,8,6,0.75,others,-1.386131287
517,low,8,6,0.75,others,-3.198631287
518,low,8,6,0.75,others,-0.433006257
519,low,8,6,0.75,others,-0.433006257
520,low,8,6,0.75,others,-0.433006257
521,low,8,6,0.75,others,-0.433006257
522,low,8,6,0.75,others,-0.433006257
523,low,8,6,0.75,others,-0.433006257
524,low,8,6,0.75,others,-1.386131287
525,low,8,6,0.75,others,-3.308006287
526,low,8,6,0.75,others,-0.433006257
527,low,8,6,0.75,others,-0.433006257
528,low,8,6,0.75,others,-0.433006257
529,low,8,6,0.75,others,-0.433006257
530,low,8,6,0.75,others,-0.433006257
531,low,8,6,0.75,others,-1.386131287
532,low,8,6,0.75,others,-0.433006257
533,low,8,6,0.75,others,-1.386131287
534,low,8,6,0.75,others,-3.729881287
535,low,8,6,0.75,others,-0.433006257
536,low,8,6,0.75,others,-0.433006257
537,low,8,6,0.75,others,-1.386131287
538,low,8,6,0.75,others,-1.386131287
539,low,8,6,0.75,others,-0.433006257
540,low,8,6,0.75,others,-0.433006257
541,low,8,6,0.75,others,-1.386131287
542,low,8,6,0.75,others,-0.433006257
543,low,8,6,0.75,others,-0.433006257
544,low,8,6,0.75,others,-1.386131287
545,low,8,6,0.75,others,-1.386131287
546,low,8,6,0.75,others,-0.433006257
547,low,8,6,0.75,others,-0.433006257
548,low,8,6,0.75,others,-1.386131287
549,low,8,6,0.75,others,-0.433006257
550,low,8,6,0.75,others,-0.433006257
551,low,8,6,0.75,others,-1.386131287
552,low,8,6,0.75,others,-0.433006257
553,low,8,6,0.75,others,-3.198631287
554,low,8,6,0.75,others,-0.433006257
555,low,8,6,0.75,others,-1.386131287
556,low,8,6,0.75,others,-0.433006257
557,low,8,6,0.75,others,-1.386131287
558,low,8,6,0.75,others,-0.433006257
559,low,8,6,0.75,others,-0.433006257
560,low,8,6,0.75,others,-3.198631287
561,low,8,6,0.75,others,-1.386131287
562,low,8,6,0.75,others,-0.433006257
563,low,8,6,0.75,others,-0.433006257
564,low,8,6,0.75,others,-0.433006257
565,low,8,6,0.75,others,-0.433006257
566,low,8,6,0.75,others,-0.433006257
567,low,8,6,0.75,others,-0.433006257
568,low,8,6,0.75,others,-0.433006257
569,low,8,6,0.75,others,-0.433006257
570,low,8,6,0.75,others,-1.386131287
571,low,8,6,0.75,others,-0.433006257
572,low,8,6,0.75,others,-3.729881287
573,low,8,6,0.75,others,-3.729881287
574,low,8,6,0.75,others,-0.433006257
575,low,8,6,0.75,others,-0.433006257
576,low,8,6,0.75,others,-0.433006257
577,low,8,6,0.75,others,-3.198631287
578,low,8,6,0.75,others,-0.433006257
579,low,8,6,0.75,others,-1.386131287
580,low,8,6,0.75,others,-0.433006257
581,low,8,6,0.75,others,-0.433006257
582,low,8,6,0.75,others,-3.308006287
583,low,8,6,0.75,others,-0.433006257
584,low,8,6,0.75,others,-1.386131287
585,low,8,6,0.75,others,-0.433006257
586,low,8,6,0.75,others,-0.433006257
587,low,8,6,0.75,others,-0.433006257
588,low,8,6,0.75,others,-0.433006257
589,low,8,6,0.75,others,-0.433006257
590,low,8,6,0.75,others,-0.433006257
591,low,8,6,0.75,others,-1.386131287
592,low,8,6,0.75,others,-3.198631287
593,low,8,6,0.75,others,-0.433006257
594,low,8,6,0.75,others,-1.386131287
595,low,8,6,0.75,others,-1.386131287
596,low,8,6,0.75,others,-1.386131287
597,low,8,6,0.75,others,-0.433006257
598,low,8,6,0.75,others,-0.433006257
599,low,8,6,0.75,others,-0.433006257
600,low,10,10,1,others,-1.544464588
601,low,10,10,1,others,-0.372589588
602,low,10,10,1,others,-1.544464588
603,low,10,10,1,others,-0.372589588
604,low,10,10,1,others,-1.544464588
605,low,10,10,1,others,-1.544464588
606,low,10,10,1,others,-0.372589588
607,low,10,10,1,others,-0.372589588
608,low,10,10,1,others,-1.544464588
609,low,10,10,1,others,-0.372589588
610,low,10,10,1,others,-0.372589588
611,low,10,10,1,others,-0.372589588
612,low,10,10,1,others,-1.544464588
613,low,10,10,1,others,-1.544464588
614,low,10,10,1,others,-0.372589588
615,low,10,10,1,others,-0.372589588
616,low,10,10,1,others,-1.544464588
617,low,10,10,1,others,-0.372589588
618,low,10,10,1,others,-0.372589588
619,low,10,10,1,others,-0.372589588
620,low,10,10,1,others,-0.372589588
621,low,10,10,1,others,-0.372589588
622,low,10,10,1,others,-0.372589588
623,low,10,10,1,others,-0.372589588
624,low,10,10,1,others,-0.372589588
625,low,10,10,1,others,-0.372589588
626,low,10,10,1,others,-0.372589588
627,low,10,10,1,others,-0.372589588
628,low,10,10,1,others,-3.231964588
629,low,10,10,1,others,-0.372589588
630,low,10,10,1,others,-0.372589588
631,low,10,10,1,others,-0.372589588
632,low,10,10,1,others,-0.372589588
633,low,10,10,1,others,-0.372589588
634,low,10,10,1,others,-1.544464588
635,low,10,10,1,others,-0.372589588
636,low,10,10,1,others,-0.372589588
637,low,10,10,1,others,-0.372589588
638,low,10,10,1,others,-1.544464588
639,low,10,10,1,others,-0.372589588
640,low,10,10,1,others,-0.372589588
641,low,10,10,1,others,-0.372589588
642,low,10,10,1,others,-0.372589588
643,low,10,10,1,others,-0.372589588
644,low,10,10,1,others,-0.372589588
645,low,10,10,1,others,-0.372589588
646,low,10,10,1,others,-1.544464588
647,low,10,10,1,others,-1.544464588
648,low,10,10,1,others,-0.372589588
649,low,10,10,1,others,-0.372589588
650,low,10,10,1,others,-0.372589588
651,low,10,10,1,others,-3.310089588
652,low,10,10,1,others,-1.544464588
653,low,10,10,1,others,-3.833527088
654,low,10,10,1,others,-0.372589588
655,low,10,10,1,others,-0.372589588
656,low,10,10,1,others,-0.372589588
657,low,10,10,1,others,-0.372589588
658,low,10,10,1,others,-0.372589588
659,low,10,10,1,others,-0.372589588
660,low,10,10,1,others,-0.372589588
661,low,10,10,1,others,-0.372589588
662,low,10,10,1,others,-0.372589588
663,low,10,10,1,others,-0.372589588
664,low,10,10,1,others,-0.372589588
665,low,10,10,1,others,-0.372589588
666,low,10,10,1,others,-0.372589588
667,low,10,10,1,others,-0.372589588
668,low,10,10,1,others,-0.372589588
669,low,10,10,1,others,-3.310089588
670,low,10,10,1,others,-0.372589588
671,low,10,10,1,others,-0.372589588
672,low,10,10,1,others,-0.372589588
673,low,10,10,1,others,-1.544464588
674,low,10,10,1,others,-1.544464588
675,low,10,10,1,others,-1.544464588
676,low,10,10,1,others,-1.544464588
677,low,10,10,1,others,-1.544464588
678,low,10,10,1,others,-0.372589588
679,low,10,10,1,others,-1.544464588
