,uncertainty,access,observation,condition,generated_answer,generated_answer_logprob
173,low,8,2,0.25,others,-0.688823879
175,low,8,2,0.25,others,-0.688823879
176,low,8,2,0.25,others,-0.688823879
178,low,8,2,0.25,others,-4.1966362
181,low,8,2,0.25,others,-4.1966362
182,low,8,2,0.25,others,-0.688823879
183,low,8,2,0.25,others,-2.891948938
185,low,8,2,0.25,others,-2.727886438
187,low,8,2,0.25,others,-4.2981987
188,low,8,2,0.25,others,-0.688823879
189,low,8,2,0.25,others,-2.891948938
190,low,8,2,0.25,others,-0.688823879
191,low,8,2,0.25,others,-0.688823879
193,low,8,2,0.25,others,-0.688823879
194,low,8,2,0.25,others,-3.931011438
195,low,8,2,0.25,others,-2.727886438
196,low,8,2,0.25,others,-2.891948938
197,low,8,2,0.25,others,-0.688823879
198,low,8,2,0.25,others,-0.688823879
199,low,8,2,0.25,others,-4.4310112
200,low,9,3,0.33,others,-0.692771494
203,low,9,3,0.33,others,-0.692771494
204,low,9,3,0.33,others,-0.692771494
205,low,9,3,0.33,others,-0.692771494
206,low,9,3,0.33,others,-2.888083935
207,low,9,3,0.33,others,-0.692771494
208,low,9,3,0.33,others,-2.684958935
210,low,9,3,0.33,others,-3.552146435
212,low,9,3,0.33,others,-0.692771494
213,low,9,3,0.33,others,-0.692771494
214,low,9,3,0.33,others,-2.888083935
216,low,9,3,0.33,others,-0.692771494
218,low,9,3,0.33,others,-0.692771494
221,low,9,3,0.33,others,-0.692771494
222,low,9,3,0.33,others,-0.692771494
223,low,9,3,0.33,others,-2.684958935
224,low,9,3,0.33,others,-2.888083935
225,low,9,3,0.33,others,-3.200583935
229,low,9,3,0.33,others,-2.888083935
230,low,9,3,0.33,others,-0.692771494
232,low,9,3,0.33,others,-0.692771494
233,low,9,3,0.33,others,-0.692771494
234,low,9,3,0.33,others,-0.692771494
236,low,9,3,0.33,others,-3.552146435
237,low,9,3,0.33,others,-4.263083935
238,low,9,3,0.33,others,-4.184958935
240,low,9,3,0.33,others,-2.684958935
241,low,9,3,0.33,others,-0.692771494
242,low,9,3,0.33,others,-0.692771494
243,low,9,3,0.33,others,-0.692771494
244,low,9,3,0.33,others,-4.434958935
245,low,9,3,0.33,others,-0.692771494
246,low,9,3,0.33,others,-2.888083935
247,low,9,3,0.33,others,-2.684958935
248,low,9,3,0.33,others,-0.692771494
249,low,9,3,0.33,others,-0.692771494
250,low,9,3,0.33,others,-3.934958935
251,low,9,3,0.33,others,-4.184958935
253,low,9,3,0.33,others,-0.692771494
254,low,9,3,0.33,others,-2.888083935
255,low,9,3,0.33,others,-0.692771494
256,low,9,3,0.33,others,-0.692771494
258,low,9,3,0.33,others,-0.692771494
260,low,9,3,0.33,others,-2.684958935
261,low,9,3,0.33,others,-2.684958935
262,low,9,3,0.33,others,-0.692771494
265,low,9,3,0.33,others,-0.692771494
266,low,9,3,0.33,others,-4.474021435
267,low,9,3,0.33,others,-0.692771494
271,low,9,3,0.33,others,-3.552146435
272,low,9,3,0.33,others,-3.200583935
273,low,9,3,0.33,others,-3.552146435
274,low,9,3,0.33,others,-0.692771494
275,low,9,3,0.33,others,-0.692771494
276,low,9,3,0.33,others,-2.888083935
277,low,9,3,0.33,others,-0.692771494
278,low,9,3,0.33,others,-0.692771494
280,low,9,3,0.33,others,-2.684958935
281,low,9,3,0.33,others,-0.692771494
282,low,9,3,0.33,others,-0.692771494
283,low,9,3,0.33,others,-0.692771494
284,low,9,3,0.33,others,-0.692771494
285,low,9,3,0.33,others,-0.692771494
286,low,9,3,0.33,others,-4.263083935
287,low,9,3,0.33,others,-2.888083935
288,low,9,3,0.33,others,-0.692771494
291,low,9,3,0.33,others,-4.474021435
293,low,9,3,0.33,others,-4.474021435
295,low,9,3,0.33,others,-0.692771494
296,low,9,3,0.33,others,-2.684958935
299,low,9,3,0.33,others,-0.692771494
300,low,8,4,0.5,others,-0.68729049
302,low,8,4,0.5,others,-0.68729049
303,low,8,4,0.5,others,-0.68729049
306,low,8,4,0.5,others,-3.55447793
309,low,8,4,0.5,others,-2.73416543
310,low,8,4,0.5,others,-0.68729049
312,low,8,4,0.5,others,-0.68729049
313,low,8,4,0.5,others,-3.21854043
314,low,8,4,0.5,others,-0.68729049
315,low,8,4,0.5,others,-0.68729049
316,low,8,4,0.5,others,-0.68729049
318,low,8,4,0.5,others,-0.68729049
321,low,8,4,0.5,others,-0.68729049
322,low,8,4,0.5,others,-3.21854043
323,low,8,4,0.5,others,-2.89041543
324,low,8,4,0.5,others,-0.68729049
325,low,8,4,0.5,others,-0.68729049
326,low,8,4,0.5,others,-0.68729049
327,low,8,4,0.5,others,-0.68729049
328,low,8,4,0.5,others,-4.288853168
329,low,8,4,0.5,others,-0.68729049
332,low,8,4,0.5,others,-0.68729049
333,low,8,4,0.5,others,-0.68729049
334,low,8,4,0.5,others,-2.73416543
335,low,8,4,0.5,others,-0.68729049
336,low,8,4,0.5,others,-0.68729049
337,low,8,4,0.5,others,-0.68729049
338,low,8,4,0.5,others,-0.68729049
339,low,8,4,0.5,others,-0.68729049
341,low,8,4,0.5,others,-0.68729049
342,low,8,4,0.5,others,-0.68729049
344,low,8,4,0.5,others,-0.68729049
347,low,8,4,0.5,others,-0.68729049
348,low,8,4,0.5,others,-2.89041543
349,low,8,4,0.5,others,-0.68729049
350,low,8,4,0.5,others,-0.68729049
351,low,8,4,0.5,others,-0.68729049
352,low,8,4,0.5,others,-0.68729049
354,low,8,4,0.5,others,-0.68729049
355,low,8,4,0.5,others,-4.195103168
356,low,8,4,0.5,others,-0.68729049
357,low,8,4,0.5,others,-0.68729049
358,low,8,4,0.5,others,-0.68729049
359,low,8,4,0.5,others,-0.68729049
360,low,8,4,0.5,others,-0.68729049
361,low,8,4,0.5,others,-0.68729049
363,low,8,4,0.5,others,-0.68729049
364,low,8,4,0.5,others,-0.68729049
365,low,8,4,0.5,others,-4.476353168
367,low,8,4,0.5,others,-0.68729049
368,low,8,4,0.5,others,-3.55447793
369,low,8,4,0.5,others,-0.68729049
370,low,8,4,0.5,others,-0.68729049
373,low,8,4,0.5,others,-4.195103168
375,low,8,4,0.5,others,-2.73416543
376,low,8,4,0.5,others,-0.68729049
377,low,8,4,0.5,others,-4.288853168
378,low,8,4,0.5,others,-0.68729049
379,low,8,4,0.5,others,-4.195103168
380,low,8,4,0.5,others,-0.68729049
381,low,8,4,0.5,others,-0.68729049
382,low,8,4,0.5,others,-0.68729049
383,low,8,4,0.5,others,-3.21854043
384,low,8,4,0.5,others,-0.68729049
385,low,8,4,0.5,others,-0.68729049
386,low,8,4,0.5,others,-0.68729049
387,low,8,4,0.5,others,-4.288853168
389,low,8,4,0.5,others,-2.89041543
391,low,8,4,0.5,others,-0.68729049
392,low,8,4,0.5,others,-0.68729049
393,low,8,4,0.5,others,-3.92166543
394,low,8,4,0.5,others,-0.68729049
395,low,8,4,0.5,others,-2.89041543
397,low,8,4,0.5,others,-0.68729049
398,low,8,4,0.5,others,-4.452915668
399,low,8,4,0.5,others,-3.21854043
400,low,9,6,0.67,others,-0.694901109
401,low,9,6,0.67,others,-0.694901109
402,low,9,6,0.67,others,-0.694901109
403,low,9,6,0.67,others,-2.69490099
404,low,9,6,0.67,others,-0.694901109
408,low,9,6,0.67,others,-2.89021349
409,low,9,6,0.67,others,-0.694901109
410,low,9,6,0.67,others,-0.694901109
411,low,9,6,0.67,others,-0.694901109
412,low,9,6,0.67,others,-0.694901109
414,low,9,6,0.67,others,-0.694901109
415,low,9,6,0.67,others,-0.694901109
416,low,9,6,0.67,others,-0.694901109
417,low,9,6,0.67,others,-0.694901109
418,low,9,6,0.67,others,-2.89021349
419,low,9,6,0.67,others,-0.694901109
420,low,9,6,0.67,others,-0.694901109
421,low,9,6,0.67,others,-0.694901109
422,low,9,6,0.67,others,-0.694901109
423,low,9,6,0.67,others,-0.694901109
424,low,9,6,0.67,others,-0.694901109
428,low,9,6,0.67,others,-0.694901109
432,low,9,6,0.67,others,-0.694901109
433,low,9,6,0.67,others,-0.694901109
434,low,9,6,0.67,others,-0.694901109
435,low,9,6,0.67,others,-3.93708849
436,low,9,6,0.67,others,-0.694901109
437,low,9,6,0.67,others,-0.694901109
438,low,9,6,0.67,others,-0.694901109
439,low,9,6,0.67,others,-0.694901109
440,low,9,6,0.67,others,-2.89021349
441,low,9,6,0.67,others,-4.43708849
442,low,9,6,0.67,others,-0.694901109
443,low,9,6,0.67,others,-0.694901109
444,low,9,6,0.67,others,-3.20271349
445,low,9,6,0.67,others,-0.694901109
447,low,9,6,0.67,others,-0.694901109
448,low,9,6,0.67,others,-0.694901109
449,low,9,6,0.67,others,-2.89021349
450,low,9,6,0.67,others,-0.694901109
451,low,9,6,0.67,others,-0.694901109
452,low,9,6,0.67,others,-0.694901109
453,low,9,6,0.67,others,-3.54646349
454,low,9,6,0.67,others,-0.694901109
456,low,9,6,0.67,others,-3.93708849
457,low,9,6,0.67,others,-2.69490099
458,low,9,6,0.67,others,-0.694901109
459,low,9,6,0.67,others,-0.694901109
460,low,9,6,0.67,others,-0.694901109
461,low,9,6,0.67,others,-4.17927599
463,low,9,6,0.67,others,-0.694901109
464,low,9,6,0.67,others,-0.694901109
466,low,9,6,0.67,others,-3.93708849
467,low,9,6,0.67,others,-0.694901109
468,low,9,6,0.67,others,-0.694901109
469,low,9,6,0.67,others,-0.694901109
470,low,9,6,0.67,others,-2.89021349
472,low,9,6,0.67,others,-0.694901109
473,low,9,6,0.67,others,-0.694901109
474,low,9,6,0.67,others,-0.694901109
475,low,9,6,0.67,others,-0.694901109
477,low,9,6,0.67,others,-3.20271349
478,low,9,6,0.67,others,-0.694901109
479,low,9,6,0.67,others,-2.89021349
480,low,9,6,0.67,others,-3.93708849
481,low,9,6,0.67,others,-2.69490099
484,low,9,6,0.67,others,-3.54646349
485,low,9,6,0.67,others,-0.694901109
486,low,9,6,0.67,others,-0.694901109
487,low,9,6,0.67,others,-2.69490099
488,low,9,6,0.67,others,-0.694901109
489,low,9,6,0.67,others,-2.69490099
491,low,9,6,0.67,others,-2.69490099
492,low,9,6,0.67,others,-0.694901109
493,low,9,6,0.67,others,-0.694901109
494,low,9,6,0.67,others,-0.694901109
495,low,9,6,0.67,others,-2.69490099
496,low,9,6,0.67,others,-0.694901109
497,low,9,6,0.67,others,-0.694901109
498,low,9,6,0.67,others,-2.89021349
499,low,9,6,0.67,others,-0.694901109
500,low,8,6,0.75,others,-2.734971523
503,low,8,6,0.75,others,-0.688096404
505,low,8,6,0.75,others,-0.688096404
506,low,8,6,0.75,others,-0.688096404
507,low,8,6,0.75,others,-3.219346523
509,low,8,6,0.75,others,-0.688096404
510,low,8,6,0.75,others,-2.734971523
511,low,8,6,0.75,others,-0.688096404
512,low,8,6,0.75,others,-0.688096404
513,low,8,6,0.75,others,-0.688096404
514,low,8,6,0.75,others,-0.688096404
516,low,8,6,0.75,others,-0.688096404
518,low,8,6,0.75,others,-2.891221523
519,low,8,6,0.75,others,-0.688096404
520,low,8,6,0.75,others,-0.688096404
521,low,8,6,0.75,others,-0.688096404
522,low,8,6,0.75,others,-0.688096404
523,low,8,6,0.75,others,-0.688096404
524,low,8,6,0.75,others,-3.547471523
525,low,8,6,0.75,others,-0.688096404
526,low,8,6,0.75,others,-0.688096404
527,low,8,6,0.75,others,-3.219346523
528,low,8,6,0.75,others,-0.688096404
529,low,8,6,0.75,others,-4.453721523
530,low,8,6,0.75,others,-2.734971523
531,low,8,6,0.75,others,-0.688096404
532,low,8,6,0.75,others,-0.688096404
533,low,8,6,0.75,others,-2.891221523
534,low,8,6,0.75,others,-2.734971523
535,low,8,6,0.75,others,-2.734971523
536,low,8,6,0.75,others,-4.461534023
538,low,8,6,0.75,others,-3.922471523
539,low,8,6,0.75,others,-0.688096404
541,low,8,6,0.75,others,-2.734971523
542,low,8,6,0.75,others,-0.688096404
543,low,8,6,0.75,others,-2.891221523
545,low,8,6,0.75,others,-3.219346523
546,low,8,6,0.75,others,-0.688096404
547,low,8,6,0.75,others,-0.688096404
548,low,8,6,0.75,others,-2.734971523
549,low,8,6,0.75,others,-0.688096404
550,low,8,6,0.75,others,-4.461534023
554,low,8,6,0.75,others,-0.688096404
555,low,8,6,0.75,others,-0.688096404
557,low,8,6,0.75,others,-3.547471523
558,low,8,6,0.75,others,-2.734971523
559,low,8,6,0.75,others,-0.688096404
561,low,8,6,0.75,others,-3.922471523
562,low,8,6,0.75,others,-0.688096404
563,low,8,6,0.75,others,-0.688096404
564,low,8,6,0.75,others,-0.688096404
566,low,8,6,0.75,others,-2.734971523
567,low,8,6,0.75,others,-2.734971523
568,low,8,6,0.75,others,-0.688096404
569,low,8,6,0.75,others,-3.922471523
571,low,8,6,0.75,others,-0.688096404
573,low,8,6,0.75,others,-3.219346523
574,low,8,6,0.75,others,-2.891221523
576,low,8,6,0.75,others,-2.891221523
577,low,8,6,0.75,others,-2.891221523
578,low,8,6,0.75,others,-2.734971523
579,low,8,6,0.75,others,-0.688096404
580,low,8,6,0.75,others,-3.219346523
581,low,8,6,0.75,others,-0.688096404
584,low,8,6,0.75,others,-3.219346523
585,low,8,6,0.75,others,-4.461534023
586,low,8,6,0.75,others,-0.688096404
588,low,8,6,0.75,others,-2.891221523
589,low,8,6,0.75,others,-2.891221523
590,low,8,6,0.75,others,-0.688096404
591,low,8,6,0.75,others,-0.688096404
592,low,8,6,0.75,others,-2.734971523
593,low,8,6,0.75,others,-0.688096404
594,low,8,6,0.75,others,-0.688096404
595,low,8,6,0.75,others,-0.688096404
598,low,8,6,0.75,others,-0.688096404
600,low,10,10,1,others,-0.752337575
601,low,10,10,1,others,-0.752337575
602,low,10,10,1,others,-0.752337575
603,low,10,10,1,others,-3.166399956
605,low,10,10,1,others,-4.432024956
606,low,10,10,1,others,-0.752337575
607,low,10,10,1,others,-4.432024956
608,low,10,10,1,others,-0.752337575
609,low,10,10,1,others,-0.752337575
611,low,10,10,1,others,-0.752337575
612,low,10,10,1,others,-0.752337575
613,low,10,10,1,others,-0.752337575
614,low,10,10,1,others,-3.564837456
615,low,10,10,1,others,-0.752337575
616,low,10,10,1,others,-2.674212456
617,low,10,10,1,others,-0.752337575
618,low,10,10,1,others,-0.752337575
621,low,10,10,1,others,-0.752337575
622,low,10,10,1,others,-4.166399956
623,low,10,10,1,others,-0.752337575
624,low,10,10,1,others,-2.853899956
625,low,10,10,1,others,-0.752337575
626,low,10,10,1,others,-0.752337575
627,low,10,10,1,others,-2.674212456
629,low,10,10,1,others,-0.752337575
630,low,10,10,1,others,-2.674212456
631,low,10,10,1,others,-0.752337575
632,low,10,10,1,others,-0.752337575
634,low,10,10,1,others,-2.674212456
637,low,10,10,1,others,-2.674212456
638,low,10,10,1,others,-0.752337575
640,low,10,10,1,others,-3.900774956
641,low,10,10,1,others,-0.752337575
642,low,10,10,1,others,-0.752337575
644,low,10,10,1,others,-4.166399956
645,low,10,10,1,others,-0.752337575
646,low,10,10,1,others,-3.900774956
648,low,10,10,1,others,-3.166399956
649,low,10,10,1,others,-2.853899956
650,low,10,10,1,others,-4.228899956
651,low,10,10,1,others,-0.752337575
652,low,10,10,1,others,-0.752337575
653,low,10,10,1,others,-0.752337575
654,low,10,10,1,others,-0.752337575
655,low,10,10,1,others,-0.752337575
656,low,10,10,1,others,-0.752337575
657,low,10,10,1,others,-0.752337575
660,low,10,10,1,others,-2.853899956
661,low,10,10,1,others,-0.752337575
663,low,10,10,1,others,-0.752337575
670,low,10,10,1,others,-0.752337575
672,low,10,10,1,others,-0.752337575
674,low,10,10,1,others,-2.674212456
675,low,10,10,1,others,-0.752337575
677,low,10,10,1,others,-4.674212456
678,low,10,10,1,others,-0.752337575
679,low,10,10,1,others,-2.853899956
680,low,10,10,1,others,-0.752337575
683,low,10,10,1,others,-3.166399956
684,low,10,10,1,others,-4.166399956
685,low,10,10,1,others,-0.752337575
687,low,10,10,1,others,-2.674212456
688,low,10,10,1,others,-0.752337575
689,low,10,10,1,others,-4.432024956
691,low,10,10,1,others,-0.752337575
692,low,10,10,1,others,-4.166399956
693,low,10,10,1,others,-0.752337575
694,low,10,10,1,others,-0.752337575
695,low,10,10,1,others,-0.752337575
696,low,10,10,1,others,-0.752337575
697,low,10,10,1,others,-0.752337575
698,low,10,10,1,others,-0.752337575
699,low,10,10,1,others,-0.752337575
700,high,2,0,0,others,-0.710222244
701,high,2,0,0,others,-4.210222244
702,high,2,0,0,others,-3.936784744
703,high,2,0,0,others,-0.710222244
705,high,2,0,0,others,-0.710222244
706,high,2,0,0,others,-0.710222244
707,high,2,0,0,others,-0.710222244
709,high,2,0,0,others,-0.710222244
710,high,2,0,0,others,-0.710222244
711,high,2,0,0,others,-0.710222244
712,high,2,0,0,others,-0.710222244
713,high,2,0,0,others,-2.702409744
714,high,2,0,0,others,-3.507097244
715,high,2,0,0,others,-0.710222244
716,high,2,0,0,others,-2.952409744
717,high,2,0,0,others,-0.710222244
718,high,2,0,0,others,-0.710222244
719,high,2,0,0,others,-0.710222244
720,high,2,0,0,others,-0.710222244
721,high,2,0,0,others,-0.710222244
722,high,2,0,0,others,-0.710222244
723,high,2,0,0,others,-2.952409744
724,high,2,0,0,others,-0.710222244
725,high,2,0,0,others,-0.710222244
726,high,2,0,0,others,-2.702409744
727,high,2,0,0,others,-0.710222244
729,high,2,0,0,others,-0.710222244
730,high,2,0,0,others,-0.710222244
731,high,2,0,0,others,-3.202409744
732,high,2,0,0,others,-0.710222244
733,high,2,0,0,others,-2.702409744
735,high,2,0,0,others,-0.710222244
736,high,2,0,0,others,-0.710222244
738,high,2,0,0,others,-0.710222244
740,high,2,0,0,others,-0.710222244
741,high,2,0,0,others,-0.710222244
742,high,2,0,0,others,-0.710222244
743,high,2,0,0,others,-4.210222244
744,high,2,0,0,others,-0.710222244
745,high,2,0,0,others,-0.710222244
746,high,2,0,0,others,-0.710222244
747,high,2,0,0,others,-0.710222244
748,high,2,0,0,others,-2.952409744
749,high,2,0,0,others,-3.202409744
751,high,2,0,0,others,-0.710222244
753,high,2,0,0,others,-0.710222244
754,high,2,0,0,others,-0.710222244
758,high,2,0,0,others,-0.710222244
759,high,2,0,0,others,-0.710222244
760,high,2,0,0,others,-0.710222244
761,high,2,0,0,others,-2.702409744
762,high,2,0,0,others,-0.710222244
763,high,2,0,0,others,-0.710222244
764,high,2,0,0,others,-3.507097244
766,high,2,0,0,others,-2.702409744
767,high,2,0,0,others,-4.436784744
768,high,2,0,0,others,-0.710222244
770,high,2,0,0,others,-2.702409744
772,high,2,0,0,others,-3.202409744
773,high,2,0,0,others,-0.710222244
775,high,2,0,0,others,-0.710222244
776,high,2,0,0,others,-3.202409744
778,high,2,0,0,others,-2.952409744
779,high,2,0,0,others,-0.710222244
780,high,2,0,0,others,-0.710222244
781,high,2,0,0,others,-4.780534744
782,high,2,0,0,others,-0.710222244
784,high,2,0,0,others,-0.710222244
785,high,2,0,0,others,-3.202409744
787,high,2,0,0,others,-0.710222244
788,high,2,0,0,others,-0.710222244
789,high,2,0,0,others,-0.710222244
790,high,2,0,0,others,-0.710222244
791,high,2,0,0,others,-0.710222244
792,high,2,0,0,others,-0.710222244
793,high,2,0,0,others,-0.710222244
794,high,2,0,0,others,-0.710222244
795,high,2,0,0,others,-3.202409744
797,high,2,0,0,others,-2.702409744
799,high,2,0,0,others,-0.710222244
800,high,4,1,0.25,others,-0.696869016
801,high,4,1,0.25,others,-4.470306396
802,high,4,1,0.25,others,-0.696869016
803,high,4,1,0.25,others,-3.868743896
804,high,4,1,0.25,others,-2.907806396
806,high,4,1,0.25,others,-0.696869016
807,high,4,1,0.25,others,-0.696869016
808,high,4,1,0.25,others,-0.696869016
809,high,4,1,0.25,others,-4.259368896
810,high,4,1,0.25,others,-0.696869016
811,high,4,1,0.25,others,-4.259368896
812,high,4,1,0.25,others,-0.696869016
815,high,4,1,0.25,others,-2.907806396
817,high,4,1,0.25,others,-4.189056396
818,high,4,1,0.25,others,-0.696869016
821,high,4,1,0.25,others,-3.556243896
822,high,4,1,0.25,others,-0.696869016
823,high,4,1,0.25,others,-0.696869016
826,high,4,1,0.25,others,-3.556243896
827,high,4,1,0.25,others,-0.696869016
828,high,4,1,0.25,others,-2.689056396
829,high,4,1,0.25,others,-0.696869016
830,high,4,1,0.25,others,-2.689056396
831,high,4,1,0.25,others,-0.696869016
833,high,4,1,0.25,others,-0.696869016
834,high,4,1,0.25,others,-0.696869016
835,high,4,1,0.25,others,-0.696869016
836,high,4,1,0.25,others,-0.696869016
837,high,4,1,0.25,others,-4.431243896
838,high,4,1,0.25,others,-0.696869016
839,high,4,1,0.25,others,-0.696869016
842,high,4,1,0.25,others,-0.696869016
843,high,4,1,0.25,others,-0.696869016
844,high,4,1,0.25,others,-0.696869016
845,high,4,1,0.25,others,-0.696869016
846,high,4,1,0.25,others,-2.907806396
847,high,4,1,0.25,others,-4.431243896
848,high,4,1,0.25,others,-0.696869016
849,high,4,1,0.25,others,-0.696869016
850,high,4,1,0.25,others,-0.696869016
851,high,4,1,0.25,others,-0.696869016
852,high,4,1,0.25,others,-0.696869016
853,high,4,1,0.25,others,-0.696869016
855,high,4,1,0.25,others,-0.696869016
857,high,4,1,0.25,others,-0.696869016
859,high,4,1,0.25,others,-0.696869016
863,high,4,1,0.25,others,-0.696869016
866,high,4,1,0.25,others,-0.696869016
867,high,4,1,0.25,others,-0.696869016
868,high,4,1,0.25,others,-0.696869016
869,high,4,1,0.25,others,-2.907806396
870,high,4,1,0.25,others,-0.696869016
871,high,4,1,0.25,others,-0.696869016
872,high,4,1,0.25,others,-0.696869016
873,high,4,1,0.25,others,-2.907806396
874,high,4,1,0.25,others,-0.696869016
875,high,4,1,0.25,others,-0.696869016
876,high,4,1,0.25,others,-0.696869016
877,high,4,1,0.25,others,-0.696869016
878,high,4,1,0.25,others,-3.556243896
879,high,4,1,0.25,others,-0.696869016
880,high,4,1,0.25,others,-0.696869016
881,high,4,1,0.25,others,-0.696869016
884,high,4,1,0.25,others,-2.689056396
885,high,4,1,0.25,others,-2.907806396
886,high,4,1,0.25,others,-0.696869016
887,high,4,1,0.25,others,-3.556243896
888,high,4,1,0.25,others,-2.907806396
889,high,4,1,0.25,others,-0.696869016
890,high,4,1,0.25,others,-0.696869016
891,high,4,1,0.25,others,-0.696869016
892,high,4,1,0.25,others,-0.696869016
